SystematicID	Gene_name	Synonyms	Names
SPAP27G11.04c	tad3		tad3
SPNCRNA.1623	tad2-antisense-1		tad2-antisense-1
SPBC16D10.10	tad2		tad2
SPBC16A3.06	tad1		tad1
SPBC8D2.12c	tac1		tac1
SPAC11E3.11c	syt22		syt22
SPBC4C3.06	syp1		syp1
SPBC1703.03c	syo2		syo2
SPAC4G9.14	sym1		sym1
SPBC577.13	syj2		syj2
SPBC2G2.02	syj1		syj1
SPNCRNA.1544	syf2-antisense-1		syf2-antisense-1
SPBC3E7.13c	syf2		syf2
SPAC6G9.11	syb1		syb1
SPAC1296.03c	sxa2		sxa2
SPAC26A3.01	sxa1	SPAC2E1P5.06	sxa1
SPCC24B10.15	swt1		swt1
SPCC1795.07	sws2		sws2
SPBC11B10.06	sws1		sws1
SPAC11E3.01c	swr1	SPAC2H10.03c,mod22	swr1
SPCC553.06	swp1		swp1
SPAC664.01c	swi6	SPAC824.10c	swi6
SPBC409.03	swi5		swi5
SPNCRNA.1579	swi3-antisense-1		swi3-antisense-1
SPBC30D10.04	swi3		swi3
SPAC1142.03c	swi2	SPAC17G6.20c	swi2
SPNCRNA.1545	swi10-antisense-1		swi10-antisense-1
SPBC4F6.15c	swi10	rad23	swi10
SPBC216.06c	swi1		swi1
SPBC13G1.07	swf1		swf1
SPBC354.03	swd3		swd3
SPAC824.04	swd22	swd2.2	swd22
SPBC18H10.06c	swd2	swd2.1	swd2
SPAC23H3.05c	swd1		swd1
SPCC576.13	swc5		swc5
SPAC9G1.13c	swc4		swc4
SPNCRNA.938	swc3-antisense-1		swc3-antisense-1
SPAC4H3.02c	swc3		swc3
SPBP35G2.13c	swc2		swc2
SPCC1795.10c	svp26		svp26
SPBC36B7.02	svf2		svf2
SPCC584.11c	svf1		svf1
SPNCRNA.949	sut1-antisense-1		sut1-antisense-1
SPAC2F3.08	sut1		sut1
SPBC6B1.12c	sus1		sus1
SPBC887.15c	sur2		sur2
SPCTRNASER.11	sup9		sup9
SPNCRNA.1017	sup45-antisense-1		sup45-antisense-1
SPCC584.04	sup35	erf3,sup9	sup35
SPATRNASER.03	sup3	sup3-e,sup3-i,sup3-5	sup3
SPCC1795.11	sum3	ded1,slh3,moc2	sum3
SPBC800.09	sum2		sum2
SPNCRNA.1076	sum1-antisense-1		sum1-antisense-1
SPAC4D7.05	sum1	tif34	sum1
SPBC23G7.05	sui1	psu1	sui1
SPBC25D12.04	suc22		suc22
SPAC8E11.01c	suc2	SPAC959.01	suc2
SPBC1734.14c	suc1	p13	suc1
SPAC16A10.02	sub1		sub1
SPAC16E8.16	sua7		sua7
SPCC895.03c	sua5		sua5
SPNCRNA.1448	sua1-antisense-1		sua1-antisense-1
SPBC27.08c	sua1	SPBC28F2.01c	sua1
SPNCRNA.622	sty1-antisense-1		sty1-antisense-1
SPAC24B11.06c	sty1	spc1,phh1	sty1
SPBC577.06c	stt4		stt4
SPNCRNA.1349	stt3-antisense-1		stt3-antisense-1
SPBC1271.02	stt3		stt3
SPCC16C4.09	sts5	orb4	sts5
SPAC1F8.03c	str3		str3
SPCC61.01c	str2	SPCC622.20c	str2
SPBC4F6.09	str1		str1
SPAC1071.12c	stp1	SPAC926.01c	stp1
SPBC409.12c	stn1		stn1
SPAC17C9.10	stm1		stm1
SPCC645.14c	sti1		sti1
SPAC4F8.10c	stg1		stg1
SPAC23E2.03c	ste7		ste7
SPNCRNA.1227	ste6-antisense-1		ste6-antisense-1
SPCC1442.01	ste6	SPCC1450.17	ste6
SPAC1565.04c	ste4		ste4
SPAC3H1.05	ste24	ppp11	ste24
SPBC12C2.02c	ste20	ste16	ste20
SPBC776.09	ste13		ste13
SPBC32C12.02	ste11	aff1,stex	ste11
SPBP8B7.28c	stc1		stc1
SPBC1652.01	stb3		stb3
SPAC57A7.12	ssz1	pdr13	ssz1
SPAC3G9.04	ssu72		ssu72
SPAC11H11.01	sst6	cps23	sst6
SPAC19A8.05c	sst4	vps27	sst4
SPAC19B12.10	sst2		sst2
SPAC521.04c	sst1		sst1
SPAC4G8.02c	sss1		sss1
SPBP23A10.05	ssr4		ssr4
SPAC23G3.10c	ssr3		ssr3
SPAC23H3.10	ssr2		ssr2
SPAC17G6.10	ssr1		ssr1
SPCC74.03c	ssp2	ucp9	ssp2
SPNCRNA.1240	ssp1-antisense-1		ssp1-antisense-1
SPCC297.03	ssp1		ssp1
SPBC23E6.09	ssn6		ssn6
SPAC27D7.13c	ssm4	SPAC637.01c	ssm4
SPAC1687.18c	ssl3		ssl3
SPNCRNA.1135	ssl1-antisense-1		ssl1-antisense-1
SPCC1682.07	ssl1		ssl1
SPAC664.11	ssc1	ssp1	ssc1
SPCC23B6.05c	ssb3	rpa3	ssb3
SPCC1753.01c	ssb2	SPCC584.06c,rpa2	ssb2
SPBC660.13c	ssb1	rpa1,rad11,rpa70	ssb1
SPCC1739.13	ssa2	csp6,hsp70	ssa2
SPAC13G7.02c	ssa1	hsp70	ssa1
SPCC320.14	sry1	SPCC330.15c	sry1
SPBC106.02c	srx1		srx1
SPAC144.13c	srw1	ste9	srw1
SPAC4H3.05	srs2		srs2
SPAC29A4.15	srs1		srs1
SPCC320.10	srp72		srp72
SPNCRNA.98	srp7	srp	srp7
SPCC1682.05c	srp68		srp68
SPCC188.06c	srp54		srp54
SPBC1711.05	srp40		srp40
SPAC17H9.07	srp21		srp21
SPNCRNA.986	srp2-antisense-1		srp2-antisense-1
SPAC16.02c	srp2		srp2
SPAC19B12.09	srp14		srp14
SPAC23H4.07c	srp102		srp102
SPBC3B9.03	srp101		srp101
SPBC11C11.08	srp1		srp1
SPAC1F3.03	sro7		sro7
SPBC1347.11	sro1		sro1
SPNCRNA.1517	srm1-antisense-1		srm1-antisense-1
SPBC12C2.07c	srm1		srm1
SPCC1322.08	srk1	mkp1	srk1
SPBC354.05c	sre2		sre2
SPBC19C2.09	sre1		sre1
SPAC688.08	srb8	med12	srb8
SPBC1604.10	srb7	med21	srb7
SPAC29A4.07	srb6	med22	srb6
SPBC31F10.04c	srb4	med17	srb4
SPBC12D12.06	srb11		srb11
SPAC23H4.17c	srb10	prk1,cdk8	srb10
SPAC25H1.08c	sqt1		sqt1
SPCC1442.13c	sqs2		sqs2
SPBC30B4.02c	sqs1		sqs1
SPBC14C8.17c	spt8	9-Sep	spt8
SPBC25H2.11c	spt7		spt7
SPAC1F7.01c	spt6	SPAC694.07c	spt6
SPAC23C4.19	spt5		spt5
SPBC21C3.16c	spt4		spt4
SPCC61.02	spt3		spt3
SPNCRNA.1078	spt20-antisense-1		spt20-antisense-1
SPAC4D7.10c	spt20		spt20
SPCC1393.02c	spt2		spt2
SPBP8B7.19	spt16		spt16
SPBC19G7.04	spr1		spr1
SPAC4F8.12c	spp42	cwf6	spp42
SPBC17D1.01	spp41	SPBC17D11.09	spp41
SPNCRNA.1233	spp27-antisense-1		spp27-antisense-1
SPCC285.17	spp27	uaf30	spp27
SPBC17D11.06	spp2	pri2	spp2
SPAC6B12.10c	spp1	pri1	spp1
SPBC36.06c	spo9	erg20	spo9
SPAC6G9.04	spo7	mug79	spo7
SPBC1778.04	spo6		spo6
SPBC29A10.02	spo5	mrb1,mug12,SPBC365.18	spo5
SPNCRNA.1644	spo4-antisense-1		spo4-antisense-1
SPBC21C3.18	spo4		spo4
SPNCRNA.790	spo3-antisense-1		spo3-antisense-1
SPAC607.10	spo3		spo3
SPAC3H8.10	spo20	sec14	spo20
SPBC16C6.14	spo2		spo2
SPAC1F3.06c	spo15		spo15
SPNCRNA.1473	spo14-antisense-1		spo14-antisense-1
SPBC3H7.01	spo14	stl1,SPBP16F5.01c	spo14
SPCC1183.12	spo13	SPNGAF60	spo13
SPAC3F10.15c	spo12	wis3	spo12
SPNCRNA.1588	spn7-antisense-1		spn7-antisense-1
SPBC19F8.01c	spn7	SPBC21.08c,mde8,SPBC21.08	spn7
SPCC188.12	spn6	SPCC584.09	spn6
SPAC24C9.15c	spn5	mde9,meu28	spn5
SPAC9G1.11c	spn4		spn4
SPBC16A3.01	spn3	SPBC543.01c	spn3
SPNCRNA.702	spn2-antisense-1		spn2-antisense-1
SPAC821.06	spn2		spn2
SPAC4F10.11	spn1		spn1
SPATRNAPRO.02	spl1		spl1
SPAC31G5.09c	spk1		spk1
SPBC1289.03c	spi1		spi1
SPAC328.04	spg4		spg4
SPAC1565.06c	spg1	sid3	spg1
SPBC1289.11	spf38	cwf17	spf38
SPBC1734.05c	spf31		spf31
SPCC1281.02c	spf30		spf30
SPCC594.05c	spf1	spp1	spf1
SPBP4H10.05c	spe2		spe2
SPAC144.04c	spe1		spe1
SPAC3F10.19	spd2		spd2
SPAC29B12.03	spd1		spd1
SPNCRNA.1280	SPCC965.04c-antisense-1		SPCC965.04c-antisense-1
SPNCRNA.1211	SPCC777.06c-antisense-1		SPCC777.06c-antisense-1
SPNCRNA.1210	SPCC777.03c-antisense-1		SPCC777.03c-antisense-1
SPNCRNA.1101	SPCC757.13-antisense-1		SPCC757.13-antisense-1
SPNCRNA.1292	SPCC70.08c-antisense-1		SPCC70.08c-antisense-1
SPNCRNA.1214	SPCC663.10-antisense-1		SPCC663.10-antisense-1
SPNCRNA.1213	SPCC663.08c-antisense-1		SPCC663.08c-antisense-1
SPNCRNA.1104	SPCC613.08-antisense-1		SPCC613.08-antisense-1
SPNCRNA.1149	SPCC5E4.10c-antisense-1		SPCC5E4.10c-antisense-1
SPNCRNA.1134	SPCC594.03-antisense-1		SPCC594.03-antisense-1
SPNCRNA.1202	SPCC584.01c-antisense-1		SPCC584.01c-antisense-1
SPNCRNA.1298	SPCC569.02c-antisense-1		SPCC569.02c-antisense-1
SPNCRNA.1126	SPCC553.08c-antisense-1		SPCC553.08c-antisense-1
SPNCRNA.1178	SPCC550.03c-antisense-1		SPCC550.03c-antisense-1
SPNCRNA.1176	SPCC4B3.06c-antisense-1		SPCC4B3.06c-antisense-1
SPNCRNA.1215	SPCC417.03-antisense-1		SPCC417.03-antisense-1
SPNCRNA.1106	SPCC330.19c-antisense-1		SPCC330.19c-antisense-1
SPNCRNA.1112	SPCC330.13-antisense-1		SPCC330.13-antisense-1
SPNCRNA.1108	SPCC330.04c-antisense-1		SPCC330.04c-antisense-1
SPNCRNA.1183	SPCC23B6.02c-antisense-1		SPCC23B6.02c-antisense-1
SPNCRNA.1275	SPCC1919.13c-antisense-1		SPCC1919.13c-antisense-1
SPNCRNA.584	SPCC1919.05-antisense-2	SPNG2AF58,SPNCRNA.1274	SPCC1919.05-antisense-2
SPNCRNA.1273	SPCC1919.05-antisense-1		SPCC1919.05-antisense-1
SPNCRNA.1272	SPCC1919.04-antisense-1		SPCC1919.04-antisense-1
SPNCRNA.1223	SPCC191.10-antisense-1		SPCC191.10-antisense-1
SPNCRNA.1153	SPCC18B5.02c-antisense-1		SPCC18B5.02c-antisense-1
SPNCRNA.1096	SPCC1884.01-antisense-1		SPCC1884.01-antisense-1
SPNCRNA.1294	SPCC1827.07c-antisense-1		SPCC1827.07c-antisense-1
SPNCRNA.1247	SPCC18.03-antisense-1		SPCC18.03-antisense-1
SPNCRNA.1143	SPCC1672.03c-antisense-1		SPCC1672.03c-antisense-1
SPNCRNA.1266	SPCC1620.05-antisense-1		SPCC1620.05-antisense-1
SPNCRNA.1208	SPCC162.01c-antisense-1	SPNG2AF60,SPNCRNA.582	SPCC162.01c-antisense-1
SPNCRNA.1226	SPCC1450.09c-antisense-1		SPCC1450.09c-antisense-1
SPNCRNA.1229	SPCC1442.13c-antisense-1		SPCC1442.13c-antisense-1
SPNCRNA.1209	SPCC13B11.03c-antisense-1		SPCC13B11.03c-antisense-1
SPNCRNA.1160	SPCC1393.09c-antisense-1		SPCC1393.09c-antisense-1
SPNCRNA.581	SPCC1393.03-antisense-1	SPNG2AF59	SPCC1393.03-antisense-1
SPNCRNA.1184	SPCC1322.02-antisense-1		SPCC1322.02-antisense-1
SPNCRNA.1191	SPCC1281.04-antisense-1		SPCC1281.04-antisense-1
SPCC1020.02	spc7		spc7
SPAC8C9.17c	spc34		spc34
SPAC56F8.11	spc3		spc3
SPCC188.04c	spc25		spc25
SPBC336.08	spc24		spc24
SPAC1071.04c	spc2		spc2
SPCC1223.15c	spc19		spc19
SPNCRNA.1305	SPBPB21E7.08-antisense-1		SPBPB21E7.08-antisense-1
SPNCRNA.1307	SPBPB10D8.02c-antisense-1		SPBPB10D8.02c-antisense-1
SPNCRNA.1629	SPBP8B7.18c-antisense-1		SPBP8B7.18c-antisense-1
SPNCRNA.575	SPBP8B7.10c-antisense-1	SPNG2AF51	SPBP8B7.10c-antisense-1
SPNCRNA.1695	SPBP4G3.03-antisense-1		SPBP4G3.03-antisense-1
SPNCRNA.1617	SPBC887.16-antisense-1		SPBC887.16-antisense-1
SPNCRNA.1613	SPBC887.02-antisense-1		SPBC887.02-antisense-1
SPNCRNA.1373	SPBC839.03c-antisense-1		SPBC839.03c-antisense-1
SPNCRNA.1440	SPBC83.12-antisense-1		SPBC83.12-antisense-1
SPNCRNA.1335	SPBC800.12c-antisense-1		SPBC800.12c-antisense-1
SPNCRNA.1395	SPBC713.14-antisense-1		SPBC713.14-antisense-1
SPNCRNA.1393	SPBC713.03-antisense-1		SPBC713.03-antisense-1
SPNCRNA.1537	SPBC6B1.03c-antisense-1		SPBC6B1.03c-antisense-1
SPNCRNA.1328	SPBC660.08-antisense-1		SPBC660.08-antisense-1
SPNCRNA.1422	SPBC651.02-antisense-1		SPBC651.02-antisense-1
SPNCRNA.1398	SPBC646.03-antisense-1		SPBC646.03-antisense-1
SPNCRNA.1667	SPBC56F2.07c-antisense-1		SPBC56F2.07c-antisense-1
SPNCRNA.1671	SPBC56F2.03-antisense-1		SPBC56F2.03-antisense-1
SPNCRNA.1363	SPBC428.15-antisense-1		SPBC428.15-antisense-1
SPNCRNA.1362	SPBC428.10-antisense-1		SPBC428.10-antisense-1
SPNCRNA.1419	SPBC409.16c-antisense-1		SPBC409.16c-antisense-1
SPNCRNA.541	SPBC405.06-antisense-2	SPNGAF8	SPBC405.06-antisense-2
SPNCRNA.1582	SPBC405.06-antisense-1		SPBC405.06-antisense-1
SPNCRNA.1543	SPBC3E7.09-antisense-1		SPBC3E7.09-antisense-1
SPNCRNA.1542	SPBC3E7.04c-antisense-1		SPBC3E7.04c-antisense-1
SPNCRNA.1654	SPBC3B9.04-antisense-1		SPBC3B9.04-antisense-1
SPNCRNA.1597	SPBC3B8.03-antisense-1		SPBC3B8.03-antisense-1
SPNCRNA.1523	SPBC365.11-antisense-1		SPBC365.11-antisense-1
SPNCRNA.1371	SPBC354.08c-antisense-1		SPBC354.08c-antisense-1
SPNCRNA.1407	SPBC337.10c-antisense-1		SPBC337.10c-antisense-1
SPNCRNA.1548	SPBC336.13c-antisense-1		SPBC336.13c-antisense-1
SPNCRNA.1636	SPBC31F10.02-antisense-1		SPBC31F10.02-antisense-1
SPNCRNA.1429	SPBC30B4.06c-antisense-1		SPBC30B4.06c-antisense-1
SPNCRNA.1428	SPBC30B4.02c-antisense-1		SPBC30B4.02c-antisense-1
SPNCRNA.1601	SPBC2G2.17c-antisense-1		SPBC2G2.17c-antisense-1
SPNCRNA.1568	SPBC2D10.08c-antisense-1		SPBC2D10.08c-antisense-1
SPNCRNA.1566	SPBC2A9.03-antisense-1		SPBC2A9.03-antisense-1
SPNCRNA.1449	SPBC28F2.05c-antisense-1		SPBC28F2.05c-antisense-1
SPNCRNA.1469	SPBC28E12.02-antisense-1		SPBC28E12.02-antisense-1
SPNCRNA.1445	SPBC27.01c-antisense-1		SPBC27.01c-antisense-1
SPNCRNA.1505	SPBC24C6.09c-antisense-1		SPBC24C6.09c-antisense-1
SPNCRNA.1488	SPBC23G7.13c-antisense-1		SPBC23G7.13c-antisense-1
SPNCRNA.1643	SPBC21C3.09c-antisense-1		SPBC21C3.09c-antisense-1
SPNCRNA.1642	SPBC21C3.07c-antisense-1		SPBC21C3.07c-antisense-1
SPNCRNA.1660	SPBC215.10-antisense-1		SPBC215.10-antisense-1
SPNCRNA.1658	SPBC215.07c-antisense-1		SPBC215.07c-antisense-1
SPNCRNA.1589	SPBC19F8.04c-antisense-1		SPBC19F8.04c-antisense-1
SPNCRNA.1454	SPBC19C2.10-antisense-1		SPBC19C2.10-antisense-1
SPNCRNA.1675	SPBC1861.05-antisense-1		SPBC1861.05-antisense-1
SPNCRNA.1338	SPBC1773.12-antisense-1		SPBC1773.12-antisense-1
SPNCRNA.1408	SPBC1734.03-antisense-1		SPBC1734.03-antisense-1
SPNCRNA.1414	SPBC1709.19c-antisense-1		SPBC1709.19c-antisense-1
SPNCRNA.1564	SPBC1703.11-antisense-1		SPBC1703.11-antisense-1
SPNCRNA.1480	SPBC16E9.20-antisense-1		SPBC16E9.20-antisense-1
SPNCRNA.1367	SPBC1685.12c-antisense-1		SPBC1685.12c-antisense-1
SPNCRNA.577	SPBC1652.02-antisense-1	SPNG2AF42	SPBC1652.02-antisense-1
SPNCRNA.1647	SPBC1604.09c-antisense-1		SPBC1604.09c-antisense-1
SPNCRNA.1648	SPBC1604.04-antisense-1		SPBC1604.04-antisense-1
SPNCRNA.1574	SPBC15D4.09c-antisense-1		SPBC15D4.09c-antisense-1
SPNCRNA.1573	SPBC15D4.05-antisense-1		SPBC15D4.05-antisense-1
SPNCRNA.1498	SPBC15C4.04c-antisense-1		SPBC15C4.04c-antisense-1
SPNCRNA.1403	SPBC146.02-antisense-1		SPBC146.02-antisense-1
SPNCRNA.1634	SPBC13G1.05-antisense-1		SPBC13G1.05-antisense-1
SPNCRNA.1515	SPBC12C2.11-antisense-1		SPBC12C2.11-antisense-1
SPNCRNA.1344	SPBC1271.08c-antisense-1		SPBC1271.08c-antisense-1
SPNCRNA.1345	SPBC1271.07c-antisense-1		SPBC1271.07c-antisense-1
SPNCRNA.1323	SPBC1198.07c-antisense-1		SPBC1198.07c-antisense-1
SPNCRNA.1322	SPBC1198.05-antisense-1		SPBC1198.05-antisense-1
SPNCRNA.1377	SPBC115.02c-antisense-1		SPBC115.02c-antisense-1
SPNCRNA.1353	SPBC106.12c-antisense-1		SPBC106.12c-antisense-1
SPCC553.09c	spb70	pol12	spb70
SPBC24C6.02	spb4		spb4
SPAC1687.11	spb1		spb1
SPNCRNA.769	SPAPB1A10.13-antisense-1		SPAPB1A10.13-antisense-1
SPNCRNA.954	SPAPB15E9.02c-antisense-1		SPAPB15E9.02c-antisense-1
SPNCRNA.1074	SPAP8A3.13c-antisense-1		SPAP8A3.13c-antisense-1
SPNCRNA.1072	SPAP8A3.07c-antisense-1		SPAP8A3.07c-antisense-1
SPNCRNA.749	SPAP27G11.07c-antisense-1		SPAP27G11.07c-antisense-1
SPNCRNA.748	SPAP27G11.02-antisense-1		SPAP27G11.02-antisense-1
SPNCRNA.857	SPACUNK4.17-antisense-1		SPACUNK4.17-antisense-1
SPNCRNA.858	SPACUNK4.09-antisense-2		SPACUNK4.09-antisense-2
SPNCRNA.559	SPACUNK4.09-antisense-1	SPNG2AF9	SPACUNK4.09-antisense-1
SPNCRNA.987	SPAC9E9.17c-antisense-1		SPAC9E9.17c-antisense-1
SPNCRNA.946	SPAC926.02-antisense-1		SPAC926.02-antisense-1
SPNCRNA.742	SPAC9.08c-antisense-1		SPAC9.08c-antisense-1
SPNCRNA.903	SPAC8E11.08c-antisense-1		SPAC8E11.08c-antisense-1
SPNCRNA.905	SPAC8E11.01c-antisense-1		SPAC8E11.01c-antisense-1
SPNCRNA.925	SPAC8C9.04-antisense-1		SPAC8C9.04-antisense-1
SPNCRNA.1042	SPAC890.05-antisense-1		SPAC890.05-antisense-1
SPNCRNA.1093	SPAC869.09-antisense-1		SPAC869.09-antisense-1
SPNCRNA.755	SPAC824.04-antisense-1		SPAC824.04-antisense-1
SPNCRNA.840	SPAC823.17-antisense-1		SPAC823.17-antisense-1
SPNCRNA.896	SPAC6G10.06-antisense-1		SPAC6G10.06-antisense-1
SPNCRNA.851	SPAC6F6.19-antisense-1		SPAC6F6.19-antisense-1
SPNCRNA.850	SPAC6F6.12-antisense-1		SPAC6F6.12-antisense-1
SPNCRNA.847	SPAC6F6.03c-antisense-1		SPAC6F6.03c-antisense-1
SPNCRNA.813	SPAC6C3.03c-antisense-1		SPAC6C3.03c-antisense-1
SPNCRNA.812	SPAC6C3.02c-antisense-1		SPAC6C3.02c-antisense-1
SPNCRNA.824	SPAC6B12.04c-antisense-1		SPAC6B12.04c-antisense-1
SPNCRNA.971	SPAC694.03-antisense-1		SPAC694.03-antisense-1
SPNCRNA.889	SPAC688.12c-antisense-1		SPAC688.12c-antisense-1
SPNCRNA.969	SPAC683.02c-antisense-1		SPAC683.02c-antisense-1
SPNCRNA.563	SPAC637.08-antisense-1	SPNG2AF4	SPAC637.08-antisense-1
SPNCRNA.997	SPAC637.04-antisense-1		SPAC637.04-antisense-1
SPNCRNA.641	SPAC630.07c-antisense-1		SPAC630.07c-antisense-1
SPNCRNA.789	SPAC607.04-antisense-1		SPAC607.04-antisense-1
SPNCRNA.616	SPAC5H10.12c-antisense-1		SPAC5H10.12c-antisense-1
SPNCRNA.615	SPAC5H10.10-antisense-1		SPAC5H10.10-antisense-1
SPNCRNA.614	SPAC5H10.09c-antisense-1		SPAC5H10.09c-antisense-1
SPNCRNA.612	SPAC5H10.01-antisense-1		SPAC5H10.01-antisense-1
SPNCRNA.886	SPAC589.03c-antisense-1		SPAC589.03c-antisense-1
SPNCRNA.744	SPAC57A7.06-antisense-1		SPAC57A7.06-antisense-1
SPNCRNA.716	SPAC56F8.12-antisense-1		SPAC56F8.12-antisense-1
SPNCRNA.714	SPAC56F8.03-antisense-1		SPAC56F8.03-antisense-1
SPNCRNA.713	SPAC56F8.02-antisense-1		SPAC56F8.02-antisense-1
SPNCRNA.693	SPAC521.04c-antisense-1		SPAC521.04c-antisense-1
SPNCRNA.692	SPAC521.02-antisense-1		SPAC521.02-antisense-1
SPNCRNA.939	SPAC4H3.16-antisense-1		SPAC4H3.16-antisense-1
SPNCRNA.683	SPAC4G8.09-antisense-1		SPAC4G8.09-antisense-1
SPNCRNA.682	SPAC4G8.08-antisense-1		SPAC4G8.08-antisense-1
SPNCRNA.1028	SPAC4F10.05c-antisense-1		SPAC4F10.05c-antisense-1
SPNCRNA.1077	SPAC4D7.06c-antisense-1		SPAC4D7.06c-antisense-1
SPNCRNA.839	SPAC4A8.10-antisense-1		SPAC4A8.10-antisense-1
SPNCRNA.837	SPAC4A8.06c-antisense-1		SPAC4A8.06c-antisense-1
SPNCRNA.1019	SPAC458.02c-antisense-1		SPAC458.02c-antisense-1
SPNCRNA.776	SPAC3H1.08c-antisense-1		SPAC3H1.08c-antisense-1
SPNCRNA.948	SPAC323.05c-antisense-1		SPAC323.05c-antisense-1
SPNCRNA.874	SPAC31G5.21-antisense-1		SPAC31G5.21-antisense-1
SPNCRNA.1007	SPAC30C2.03-antisense-1		SPAC30C2.03-antisense-1
SPNCRNA.1066	SPAC2H10.02c-antisense-1		SPAC2H10.02c-antisense-1
SPNCRNA.689	SPAC2G11.10c-antisense-1		SPAC2G11.10c-antisense-1
SPNCRNA.661	SPAC2F7.09c-antisense-1		SPAC2F7.09c-antisense-1
SPNCRNA.1081	SPAC29B12.05c-antisense-1		SPAC29B12.05c-antisense-1
SPNCRNA.1047	SPAC29A4.14c-antisense-1		SPAC29A4.14c-antisense-1
SPNCRNA.1050	SPAC29A4.06c-antisense-1		SPAC29A4.06c-antisense-1
SPNCRNA.978	SPAC27F1.10-antisense-1		SPAC27F1.10-antisense-1
SPNCRNA.977	SPAC27F1.05c-antisense-1		SPAC27F1.05c-antisense-1
SPNCRNA.955	SPAC27E2.02-antisense-1		SPAC27E2.02-antisense-1
SPNCRNA.960	SPAC26H5.04-antisense-1		SPAC26H5.04-antisense-1
SPNCRNA.902	SPAC26A3.17c-antisense-1		SPAC26A3.17c-antisense-1
SPNCRNA.967	SPAC25B8.09-antisense-1		SPAC25B8.09-antisense-1
SPNCRNA.652	SPAC24H6.11c-antisense-1		SPAC24H6.11c-antisense-1
SPNCRNA.654	SPAC24H6.02c-antisense-1		SPAC24H6.02c-antisense-1
SPNCRNA.624	SPAC24B11.14-antisense-1		SPAC24B11.14-antisense-1
SPNCRNA.832	SPAC23H3.15c-antisense-1		SPAC23H3.15c-antisense-1
SPNCRNA.981	SPAC23D3.17-antisense-1		SPAC23D3.17-antisense-1
SPNCRNA.798	SPAC23C11.06c-antisense-1		SPAC23C11.06c-antisense-1
SPNCRNA.678	SPAC22G7.05-antisense-1		SPAC22G7.05-antisense-1
SPNCRNA.719	SPAC22A12.14c-antisense-1		SPAC22A12.14c-antisense-1
SPNCRNA.718	SPAC22A12.10-antisense-1		SPAC22A12.10-antisense-1
SPNCRNA.701	SPAC222.13c-antisense-1		SPAC222.13c-antisense-1
SPNCRNA.797	SPAC20H4.09-antisense-1		SPAC20H4.09-antisense-1
SPNCRNA.605	SPAC1F8.04c-antisense-1		SPAC1F8.04c-antisense-1
SPNCRNA.937	SPAC1F12.08-antisense-1		SPAC1F12.08-antisense-1
SPNCRNA.1037	SPAC1B3.04c-antisense-2		SPAC1B3.04c-antisense-2
SPNCRNA.564	SPAC1B3.04c-antisense-1	SPNG2AF7	SPAC1B3.04c-antisense-1
SPNCRNA.1033	SPAC19B12.01-antisense-1		SPAC19B12.01-antisense-1
SPNCRNA.1040	SPAC1952.08c-antisense-1		SPAC1952.08c-antisense-1
SPNCRNA.806	SPAC18G6.13-antisense-1		SPAC18G6.13-antisense-1
SPNCRNA.1018	SPAC1834.13-antisense-1		SPAC1834.13-antisense-1
SPNCRNA.788	SPAC17H9.12c-antisense-1		SPAC17H9.12c-antisense-1
SPNCRNA.816	SPAC17G8.02-antisense-1		SPAC17G8.02-antisense-1
SPNCRNA.556	SPAC17A5.05c-antisense-1	SPNG2AF11	SPAC17A5.05c-antisense-1
SPNCRNA.686	SPAC16C9.02c-antisense-1		SPAC16C9.02c-antisense-1
SPNCRNA.685	SPAC16C9.01c-antisense-1		SPAC16C9.01c-antisense-1
SPNCRNA.697	SPAC1687.19c-antisense-1		SPAC1687.19c-antisense-1
SPNCRNA.932	SPAC15E1.10-antisense-1		SPAC15E1.10-antisense-1
SPNCRNA.733	SPAC1565.03-antisense-1		SPAC1565.03-antisense-1
SPNCRNA.1061	SPAC14C4.01c-antisense-1		SPAC14C4.01c-antisense-1
SPNCRNA.1009	SPAC144.01-antisense-1		SPAC144.01-antisense-1
SPNCRNA.802	SPAC13F5.07c-antisense-1		SPAC13F5.07c-antisense-1
SPNCRNA.645	SPAC13C5.04-antisense-1		SPAC13C5.04-antisense-1
SPNCRNA.553	SPAC13A11.06-antisense-2	SPNG2AF2	SPAC13A11.06-antisense-2
SPNCRNA.662	SPAC13A11.06-antisense-1		SPAC13A11.06-antisense-1
SPNCRNA.1003	SPAC12B10.15c-antisense-1		SPAC12B10.15c-antisense-1
SPNCRNA.611	SPAC11D3.18c-antisense-1		SPAC11D3.18c-antisense-1
SPNCRNA.610	SPAC11D3.15-antisense-1		SPAC11D3.15-antisense-1
SPNCRNA.609	SPAC11D3.14c-antisense-1		SPAC11D3.14c-antisense-1
SPNCRNA.728	SPAC10F6.15-antisense-1		SPAC10F6.15-antisense-1
SPNCRNA.726	SPAC10F6.14c-antisense-1		SPAC10F6.14c-antisense-1
SPNCRNA.554	SPAC10F6.08c-antisense-1	SPNG2AF217	SPAC10F6.08c-antisense-1
SPNCRNA.1004	SPAC1093.07-antisense-1		SPAC1093.07-antisense-1
SPNCRNA.1005	SPAC1093.05-antisense-1		SPAC1093.05-antisense-1
SPNCRNA.1086	SPAC1039.08-antisense-1		SPAC1039.08-antisense-1
SPNCRNA.1085	SPAC1039.07c-antisense-1		SPAC1039.07c-antisense-1
